iso,units,X1860,X1861,X1862,X1863,X1864,X1865,X1866,X1867,X1868,X1869,X1870,X1871,X1872,X1873,X1874,X1875,X1876,X1877,X1878,X1879,X1880,X1881,X1882,X1883,X1884,X1885,X1886,X1887,X1888,X1889,X1890,X1891,X1892,X1893,X1894,X1895,X1896,X1897,X1898,X1899,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004
cyp,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
cze,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
deu,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
dji,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
dma,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
dnk,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
dom,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
dza,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
ecu,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
egy,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
eri,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
esh,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
esp,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
est,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104112739,2.208225478,3.312338217,4.416450956,5.520563695,6.624676433,7.728789172,8.832901911,9.93701465,11.04112739,15.21649865,19.39186992,23.56724118,27.74261244,31.91798371,36.09335497,40.26872623,44.4440975,48.61946876,52.79484002,53.29634003,53.79784003,54.29934004,54.80084004,55.30234005,55.80384005,56.30534006,56.80684006,57.30834007,57.80984007,150.967075,244.1243099,337.2815448,430.4387798,523.5960147,616.7532496,709.9104845,803.0677195,896.2249544,989.3821893,1049.160018,1108.937848,1168.715677,1228.493506,1288.271335,1587.156519,1886.041702,2184.926886,2483.81207,2782.697253,2821.266902,2859.83655,2898.406198,2936.975847,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
eth,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
fin,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
fji,Tg N-perCap/yr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,399.5505808,639.2809292,879.0112777,1118.741626,1358.471975,1598.202323,1664.570346,1729.717968,1753.819023,1816.984564,1879.019771,2114.074466,2341.346511,2560.78404,2772.241107,2975.545495,3135.331797,3288.005269,3433.596987,3572.235123,3704.080164,4151.01302,4547.716015,4957.845652,5318.559005,5691.150431,6307.558258,6895.01002,7455.046439,7989.88266,8501.701622,9018.158815,9487.053706,9962.500115,10395.29198,10837.28852,11408.40243,11983.79843,12515.57669,13049.14159,13537.63403,13675.5893,13783.07742,13902.8235,13991.12936,14089.81696,14157.48384,14236.2229,14289.79153,14361.77081,14416.97858,14236.54956,14084.74936,13924.45271,13790.62744,13646.95926,13698.91826,13753.10765,13792.03979,13847.52467,13901.03782,13888.33907,13891.05774,13876.9988,13877.33836
